race_date,source_cname
2021-02-20,pw01ses10102021020320210220/55
2021-02-21,pw01ses10052021010820210221/27
2021-02-21,pw01ses10092021010420210221/83
2021-02-21,pw01ses10102021020420210221/43
2021-02-27,pw01ses10062021020120210227/5F
2021-02-27,pw01ses10092021010520210227/D8
2021-02-27,pw01ses10102021020520210227/98
2021-02-28,pw01ses10062021020220210228/4D
2021-02-28,pw01ses10092021010620210228/C6
2021-02-28,pw01ses10102021020620210228/86
2021-03-06,pw01ses10062021020320210306/D3
2021-03-06,pw01ses10092021010720210306/4C
2021-03-06,pw01ses10102021020720210306/0C
2021-03-07,pw01ses10062021020420210307/C1
2021-03-07,pw01ses10092021010820210307/3A
2021-03-07,pw01ses10102021020820210307/FA
2021-03-13,pw01ses10062021020520210313/60
2021-03-13,pw01ses10072021020120210313/DE
2021-03-13,pw01ses10092021010920210313/D9
2021-03-14,pw01ses10062021020620210314/4E
2021-03-14,pw01ses10072021020220210314/CC
2021-03-14,pw01ses10092021011020210314/59
2021-03-20,pw01ses10062021020720210320/ED
2021-03-20,pw01ses10072021020320210320/6B
2021-03-20,pw01ses10092021011120210320/F8
2021-03-21,pw01ses10062021020820210321/DB
2021-03-21,pw01ses10072021020420210321/59
2021-03-21,pw01ses10092021011220210321/E6
2021-03-27,pw01ses10062021030120210327/C9
2021-03-27,pw01ses10072021020520210327/AE
2021-03-27,pw01ses10092021020120210327/76
2021-03-28,pw01ses10062021030220210328/B7
2021-03-28,pw01ses10072021020620210328/9C
2021-03-28,pw01ses10092021020220210328/64
2021-04-03,pw01ses10062021030320210403/CC
2021-04-03,pw01ses10092021020320210403/79
2021-04-04,pw01ses10062021030420210404/BA
2021-04-04,pw01ses10092021020420210404/67
2021-04-10,pw01ses10042021010120210410/97
2021-04-10,pw01ses10062021030520210410/59
2021-04-10,pw01ses10092021020520210410/06
2021-04-11,pw01ses10042021010220210411/85
2021-04-11,pw01ses10062021030620210411/47
2021-04-11,pw01ses10092021020620210411/F4
2021-04-17,pw01ses10042021010320210417/DA
2021-04-17,pw01ses10062021030720210417/9C
2021-04-17,pw01ses10092021020720210417/49
2021-04-18,pw01ses10042021010420210418/C8
2021-04-18,pw01ses10062021030820210418/8A
2021-04-18,pw01ses10092021020820210418/37
2021-04-24,pw01ses10042021010520210424/67
2021-04-24,pw01ses10052021020120210424/16
2021-04-24,pw01ses10092021020920210424/D6
2021-04-25,pw01ses10042021010620210425/55
2021-04-25,pw01ses10052021020220210425/04
2021-04-25,pw01ses10092021021020210425/56
2021-05-01,pw01ses10042021010720210501/E5
2021-05-01,pw01ses10052021020320210501/94
2021-05-01,pw01ses10092021021120210501/E6
2021-05-02,pw01ses10042021010820210502/D3
2021-05-02,pw01ses10052021020420210502/82
2021-05-02,pw01ses10092021021220210502/D4
2021-05-08,pw01ses10042021020120210508/C1
2021-05-08,pw01ses10052021020520210508/D7
2021-05-08,pw01ses10072021030120210508/D0
2021-05-09,pw01ses10042021020220210509/AF
2021-05-09,pw01ses10052021020620210509/C5
2021-05-09,pw01ses10072021030220210509/BE
2021-05-15,pw01ses10042021020320210515/4E
2021-05-15,pw01ses10052021020720210515/64
2021-05-15,pw01ses10072021030320210515/5D
2021-05-16,pw01ses10042021020420210516/3C
2021-05-16,pw01ses10052021020820210516/52
2021-05-16,pw01ses10072021030420210516/4B
2021-05-22,pw01ses10042021020520210522/DB
2021-05-22,pw01ses10052021020920210522/F1
2021-05-22,pw01ses10072021030520210522/EA
2021-05-23,pw01ses10042021020620210523/C9
2021-05-23,pw01ses10052021021020210523/71
2021-05-23,pw01ses10072021030620210523/D8
2021-05-29,pw01ses10052021021120210529/C6
2021-05-29,pw01ses10072021030720210529/2D
2021-05-30,pw01ses10052021021220210530/FE
2021-05-30,pw01ses10072021030820210530/65
2021-06-05,pw01ses10052021030120210605/04
2021-06-05,pw01ses10072021040120210605/C9
2021-06-06,pw01ses10052021030220210606/F2
2021-06-06,pw01ses10072021040220210606/B7
2021-06-12,pw01ses10012021010120210612/21
2021-06-12,pw01ses10052021030320210612/91
2021-06-12,pw01ses10072021040320210612/56
2021-06-13,pw01ses10012021010220210613/0F
2021-06-13,pw01ses10052021030420210613/7F
2021-06-13,pw01ses10072021040420210613/44
2021-06-19,pw01ses10012021010320210619/64
2021-06-19,pw01ses10052021030520210619/D4
2021-06-19,pw01ses10092021030120210619/30
2021-06-20,pw01ses10012021010420210620/9C
2021-06-20,pw01ses10052021030620210620/0C
2021-06-20,pw01ses10092021030220210620/68
2021-06-26,pw01ses10012021010520210626/F1
2021-06-26,pw01ses10052021030720210626/61
2021-06-26,pw01ses10092021030320210626/BD
2021-06-27,pw01ses10012021010620210627/DF
2021-06-27,pw01ses10052021030820210627/4F
2021-06-27,pw01ses10092021030420210627/AB
2021-07-03,pw01ses10022021010120210703/07
2021-07-03,pw01ses10032021010120210703/51
2021-07-03,pw01ses10102021030120210703/FE
2021-07-04,pw01ses10022021010220210704/F5
2021-07-04,pw01ses10032021010220210704/3F
2021-07-04,pw01ses10102021030220210704/EC
2021-07-10,pw01ses10022021010320210710/94
2021-07-10,pw01ses10032021010320210710/DE
2021-07-10,pw01ses10102021030320210710/8B
2021-07-11,pw01ses10022021010420210711/82
2021-07-11,pw01ses10032021010420210711/CC
2021-07-11,pw01ses10102021030420210711/79
2021-07-17,pw01ses10022021010520210717/D7
2021-07-17,pw01ses10032021010520210717/21
2021-07-17,pw01ses10102021030520210717/CE
2021-07-18,pw01ses10022021010620210718/C5
2021-07-18,pw01ses10032021010620210718/0F
2021-07-18,pw01ses10102021030620210718/BC
2021-07-24,pw01ses10022021010720210724/64
2021-07-24,pw01ses10042021030120210724/A8
2021-07-25,pw01ses10022021010820210725/52
2021-07-25,pw01ses10042021030220210725/96
2021-07-31,pw01ses10022021010920210731/F1
2021-07-31,pw01ses10042021030320210731/35
2021-08-01,pw01ses10022021011020210801/E7
2021-08-01,pw01ses10042021030420210801/99
2021-08-07,pw01ses10022021011120210807/3C
2021-08-07,pw01ses10042021030520210807/EE
2021-08-08,pw01ses10022021011220210808/2A
2021-08-08,pw01ses10042021030620210808/DC
2021-08-14,pw01ses10012021020120210814/BA
2021-08-14,pw01ses10042021040120210814/FA
2021-08-14,pw01ses10102021040120210814/FB
2021-08-15,pw01ses10012021020220210815/A8
2021-08-15,pw01ses10042021040220210815/E8
2021-08-15,pw01ses10102021040220210815/E9
2021-08-21,pw01ses10012021020320210821/47
2021-08-21,pw01ses10042021040320210821/87
2021-08-21,pw01ses10102021040320210821/88
2021-08-22,pw01ses10012021020420210822/35
2021-08-22,pw01ses10042021040420210822/75
2021-08-22,pw01ses10102021040420210822/76
2021-08-28,pw01ses10012021020520210828/8A
2021-08-28,pw01ses10042021040520210828/CA
2021-08-28,pw01ses10102021040520210828/CB
2021-08-29,pw01ses10012021020620210829/78
2021-08-29,pw01ses10042021040620210829/B8
2021-08-29,pw01ses10102021040620210829/B9
2021-09-04,pw01ses10012021020720210904/8D
2021-09-04,pw01ses10042021040720210904/CD
2021-09-04,pw01ses10102021040720210904/CE
2021-09-05,pw01ses10012021020820210905/7B
2021-09-05,pw01ses10042021040820210905/BB
2021-09-05,pw01ses10102021040820210905/BC
2021-09-11,pw01ses10062021040120210911/56
2021-09-11,pw01ses10072021050120210911/D1
2021-09-12,pw01ses10062021040220210912/44
2021-09-12,pw01ses10072021050220210912/BF
2021-09-18,pw01ses10062021040320210918/99
2021-09-18,pw01ses10072021050320210918/14
2021-09-19,pw01ses10062021040420210919/87
2021-09-19,pw01ses10072021050420210919/02
2021-09-20,pw01ses10062021040520210920/BF
2021-09-20,pw01ses10072021050520210920/3A
2021-09-25,pw01ses10062021040620210925/99
2021-09-25,pw01ses10072021050620210925/14
2021-09-26,pw01ses10062021040720210926/87
2021-09-26,pw01ses10072021050720210926/02
2021-10-02,pw01ses10062021040820211002/B3
2021-10-02,pw01ses10072021050820211002/2E
2021-10-03,pw01ses10062021040920211003/A1
2021-10-03,pw01ses10072021050920211003/1C
2021-10-09,pw01ses10042021050120211009/88
2021-10-09,pw01ses10052021040120211009/A1
2021-10-09,pw01ses10092021040120211009/C9
2021-10-10,pw01ses10042021050220211010/C0
2021-10-10,pw01ses10052021040220211010/D9
2021-10-10,pw01ses10092021040220211010/01
2021-10-16,pw01ses10042021050320211016/15
2021-10-16,pw01ses10052021040320211016/2E
2021-10-16,pw01ses10092021040320211016/56
2021-10-17,pw01ses10042021050420211017/03
2021-10-17,pw01ses10052021040420211017/1C
2021-10-17,pw01ses10092021040420211017/44
2021-10-23,pw01ses10042021050520211023/A2
2021-10-23,pw01ses10052021040520211023/BB
2021-10-23,pw01ses10092021040520211023/E3
2021-10-24,pw01ses10042021050620211024/90
2021-10-24,pw01ses10052021040620211024/A9
2021-10-24,pw01ses10092021040620211024/D1
2021-10-30,pw01ses10042021050720211030/2F
2021-10-30,pw01ses10052021040720211030/48
2021-10-30,pw01ses10092021040720211030/70
2021-10-31,pw01ses10042021050820211031/1D
2021-10-31,pw01ses10052021040820211031/36
2021-10-31,pw01ses10092021040820211031/5E
2021-11-06,pw01ses10032021020120211106/73
2021-11-06,pw01ses10052021050120211106/9A
2021-11-06,pw01ses10092021050120211106/C2
2021-11-07,pw01ses10032021020220211107/61
2021-11-07,pw01ses10052021050220211107/88
2021-11-07,pw01ses10092021050220211107/B0
2021-11-13,pw01ses10032021020320211113/00
2021-11-13,pw01ses10052021050320211113/27
2021-11-13,pw01ses10092021050320211113/4F
2021-11-14,pw01ses10032021020420211114/EE
2021-11-14,pw01ses10052021050420211114/15
2021-11-14,pw01ses10092021050420211114/3D
2021-11-20,pw01ses10032021020520211120/8D
2021-11-20,pw01ses10052021050520211120/B4
2021-11-20,pw01ses10092021050520211120/DC
2021-11-21,pw01ses10032021020620211121/7B
2021-11-21,pw01ses10052021050620211121/A2
2021-11-21,pw01ses10092021050620211121/CA
2021-11-27,pw01ses10052021050720211127/F7
2021-11-27,pw01ses10092021050720211127/1F
2021-11-28,pw01ses10052021050820211128/E5
2021-11-28,pw01ses10092021050820211128/0D
2021-12-04,pw01ses10062021050120211204/27
2021-12-04,pw01ses10072021060120211204/A2
2021-12-04,pw01ses10092021060120211204/36
2021-12-05,pw01ses10062021050220211205/15
2021-12-05,pw01ses10072021060220211205/90
2021-12-05,pw01ses10092021060220211205/24
2021-12-11,pw01ses10062021050320211211/B4
2021-12-11,pw01ses10072021060320211211/2F
2021-12-11,pw01ses10092021060320211211/C3
2021-12-12,pw01ses10062021050420211212/A2
2021-12-12,pw01ses10072021060420211212/1D
2021-12-12,pw01ses10092021060420211212/B1
2021-12-18,pw01ses10062021050520211218/F7
2021-12-18,pw01ses10072021060520211218/72
2021-12-18,pw01ses10092021060520211218/06
2021-12-19,pw01ses10062021050620211219/E5
2021-12-19,pw01ses10072021060620211219/60
2021-12-19,pw01ses10092021060620211219/F4
2021-12-25,pw01ses10062021050720211225/84
2021-12-25,pw01ses10092021060720211225/93
2021-12-26,pw01ses10062021050820211226/72
2021-12-26,pw01ses10092021060820211226/81
2021-12-28,pw01ses10062021050920211228/DB
2021-12-28,pw01ses10092021060920211228/EA
2022-01-05,pw01ses10062022010120220105/94
2022-01-05,pw01ses10072022010120220105/DE
2022-01-08,pw01ses10062022010220220108/78
2022-01-08,pw01ses10072022010220220108/C2
2022-01-09,pw01ses10062022010320220109/66
2022-01-09,pw01ses10072022010320220109/B0
2022-01-10,pw01ses10062022010420220110/9E
2022-01-10,pw01ses10072022010420220110/E8
2022-01-15,pw01ses10062022010520220115/78
2022-01-15,pw01ses10072022010520220115/C2
2022-01-15,pw01ses10102022010120220115/19
2022-01-16,pw01ses10062022010620220116/66
2022-01-16,pw01ses10072022010620220116/B0
2022-01-16,pw01ses10102022010220220116/07
2022-01-22,pw01ses10062022010720220122/05
2022-01-22,pw01ses10072022010720220122/4F
2022-01-22,pw01ses10102022010320220122/A6
2022-01-23,pw01ses10062022010820220123/F3
2022-01-23,pw01ses10072022010820220123/3D
2022-01-23,pw01ses10102022010420220123/94
2022-01-29,pw01ses10052022010120220129/66
2022-01-29,pw01ses10072022010920220129/92
2022-01-29,pw01ses10102022010520220129/E9
2022-01-30,pw01ses10052022010220220130/9E
2022-01-30,pw01ses10072022011020220130/5C
2022-01-30,pw01ses10102022010620220130/21
2022-02-05,pw01ses10052022010320220205/69
2022-02-05,pw01ses10072022011120220205/27
2022-02-05,pw01ses10102022010720220205/EC
2022-02-06,pw01ses10052022010420220206/57
2022-02-06,pw01ses10072022011220220206/15
2022-02-06,pw01ses10102022010820220206/DA
2022-02-12,pw01ses10052022010520220212/F6
2022-02-12,pw01ses10092022010120220212/52
2022-02-12,pw01ses10102022020120220212/12
2022-02-13,pw01ses10052022010620220213/E4
2022-02-13,pw01ses10092022010220220213/40
2022-02-13,pw01ses10102022020220220213/00
2022-02-19,pw01ses10052022010720220219/39
2022-02-19,pw01ses10092022010320220219/95
2022-02-19,pw01ses10102022020320220219/55
2022-02-20,pw01ses10052022010820220220/71
2022-02-20,pw01ses10092022010420220220/CD
2022-02-20,pw01ses10102022020420220220/8D
2022-02-26,pw01ses10062022020120220226/A9
2022-02-26,pw01ses10092022010520220226/22
2022-02-26,pw01ses10102022020520220226/E2
2022-02-27,pw01ses10062022020220220227/97
2022-02-27,pw01ses10092022010620220227/10
2022-02-27,pw01ses10102022020620220227/D0
2022-03-05,pw01ses10062022020320220305/1D
2022-03-05,pw01ses10092022010720220305/96
2022-03-06,pw01ses10062022020420220306/0B
2022-03-06,pw01ses10092022010820220306/84
2022-03-12,pw01ses10062022020520220312/AA
2022-03-12,pw01ses10072022020120220312/28
2022-03-12,pw01ses10092022010920220312/23
2022-03-13,pw01ses10062022020620220313/98
2022-03-13,pw01ses10072022020220220313/16
2022-03-13,pw01ses10092022011020220313/A3
2022-03-19,pw01ses10072022020320220319/6B
2022-03-19,pw01ses10092022011120220319/F8
2022-03-20,pw01ses10062022020720220320/B2
2022-03-20,pw01ses10092022011220220320/30
2022-03-21,pw01ses10062022020820220321/A0
2022-03-21,pw01ses10072022020420220321/1E
2022-03-26,pw01ses10062022030120220326/13
2022-03-26,pw01ses10072022020520220326/F8
2022-03-26,pw01ses10092022020120220326/C0
2022-03-27,pw01ses10062022030220220327/01
2022-03-27,pw01ses10072022020620220327/E6
2022-03-27,pw01ses10092022020220220327/AE
2022-04-02,pw01ses10062022030320220402/16
2022-04-02,pw01ses10092022020320220402/C3
2022-04-03,pw01ses10062022030420220403/04
2022-04-03,pw01ses10092022020420220403/B1
2022-04-09,pw01ses10062022030520220409/59
2022-04-09,pw01ses10092022020520220409/06
2022-04-10,pw01ses10062022030620220410/91
2022-04-10,pw01ses10092022020620220410/3E
2022-04-16,pw01ses10032022010120220416/F4
2022-04-16,pw01ses10062022030720220416/E6
2022-04-16,pw01ses10092022020720220416/93
2022-04-17,pw01ses10032022010220220417/E2
2022-04-17,pw01ses10062022030820220417/D4
2022-04-17,pw01ses10092022020820220417/81
2022-04-23,pw01ses10032022010320220423/81
2022-04-23,pw01ses10052022020120220423/60
2022-04-23,pw01ses10092022020920220423/20
2022-04-24,pw01ses10032022010420220424/6F
2022-04-24,pw01ses10052022020220220424/4E
2022-04-24,pw01ses10092022021020220424/A0
2022-04-30,pw01ses10032022010520220430/0E
2022-04-30,pw01ses10052022020320220430/ED
2022-04-30,pw01ses10092022021120220430/3F
2022-05-01,pw01ses10032022010620220501/ED
2022-05-01,pw01ses10052022020420220501/CC
2022-05-01,pw01ses10092022021220220501/1E
2022-05-07,pw01ses10042022010120220507/DA
2022-05-07,pw01ses10052022020520220507/21
2022-05-07,pw01ses10072022030120220507/1A
2022-05-08,pw01ses10042022010220220508/C8
2022-05-08,pw01ses10052022020620220508/0F
2022-05-08,pw01ses10072022030220220508/08
2022-05-14,pw01ses10042022010320220514/67
2022-05-14,pw01ses10052022020720220514/AE
2022-05-14,pw01ses10072022030320220514/A7
2022-05-15,pw01ses10042022010420220515/55
2022-05-15,pw01ses10052022020820220515/9C
2022-05-15,pw01ses10072022030420220515/95
2022-05-21,pw01ses10042022010520220521/F4
2022-05-21,pw01ses10052022020920220521/3B
2022-05-21,pw01ses10072022030520220521/34
2022-05-22,pw01ses10042022010620220522/E2
2022-05-22,pw01ses10052022021020220522/BB
2022-05-22,pw01ses10072022030620220522/22
2022-05-28,pw01ses10042022010720220528/37
2022-05-28,pw01ses10052022021120220528/10
2022-05-28,pw01ses10072022030720220528/77
2022-05-29,pw01ses10042022010820220529/25
2022-05-29,pw01ses10052022021220220529/FE
2022-05-29,pw01ses10072022030820220529/65
2022-06-04,pw01ses10052022030120220604/4E
2022-06-04,pw01ses10072022040120220604/13
2022-06-05,pw01ses10052022030220220605/3C
2022-06-05,pw01ses10072022040220220605/01
2022-06-11,pw01ses10022022010120220611/B5
2022-06-11,pw01ses10052022030320220611/DB
2022-06-11,pw01ses10072022040320220611/A0
2022-06-12,pw01ses10022022010220220612/A3
2022-06-12,pw01ses10052022030420220612/C9
2022-06-12,pw01ses10072022040420220612/8E
2022-06-18,pw01ses10022022010320220618/F8
2022-06-18,pw01ses10052022030520220618/1E
2022-06-18,pw01ses10092022030120220618/7A
2022-06-19,pw01ses10022022010420220619/E6
2022-06-19,pw01ses10052022030620220619/0C
2022-06-19,pw01ses10092022030220220619/68
2022-06-25,pw01ses10022022010520220625/85
2022-06-25,pw01ses10052022030720220625/AB
2022-06-25,pw01ses10092022030320220625/07
2022-06-26,pw01ses10022022010620220626/73
2022-06-26,pw01ses10052022030820220626/99
2022-06-26,pw01ses10092022030420220626/F5
2022-07-02,pw01ses10022022010720220702/03
2022-07-02,pw01ses10032022020120220702/CC
2022-07-02,pw01ses10102022030120220702/48
2022-07-03,pw01ses10022022010820220703/F1
2022-07-03,pw01ses10032022020220220703/BA
2022-07-03,pw01ses10102022030220220703/36
2022-07-09,pw01ses10022022010920220709/46
2022-07-09,pw01ses10032022020320220709/0F
2022-07-09,pw01ses10102022030320220709/8B
2022-07-10,pw01ses10022022011020220710/10
2022-07-10,pw01ses10032022020420220710/47
2022-07-10,pw01ses10102022030420220710/C3
2022-07-16,pw01ses10022022011120220716/65
2022-07-16,pw01ses10032022020520220716/9C
2022-07-16,pw01ses10102022030520220716/18
2022-07-17,pw01ses10022022011220220717/53
2022-07-17,pw01ses10032022020620220717/8A
2022-07-17,pw01ses10102022030620220717/06
2022-07-23,pw01ses10012022010120220723/B2
2022-07-23,pw01ses10032022020720220723/29
2022-07-23,pw01ses10102022030720220723/A5
2022-07-24,pw01ses10012022010220220724/A0
2022-07-24,pw01ses10032022020820220724/17
2022-07-24,pw01ses10102022030820220724/93
2022-07-30,pw01ses10012022010320220730/3F
2022-07-30,pw01ses10042022020120220730/68
2022-07-31,pw01ses10012022010420220731/2D
2022-07-31,pw01ses10042022020220220731/56
2022-08-06,pw01ses10012022010520220806/F8
2022-08-06,pw01ses10042022020320220806/21
2022-08-07,pw01ses10012022010620220807/E6
2022-08-07,pw01ses10042022020420220807/0F
2022-08-13,pw01ses10012022020120220813/04
2022-08-13,pw01ses10042022030120220813/13
2022-08-13,pw01ses10102022040120220813/45
2022-08-14,pw01ses10012022020220220814/F2
2022-08-14,pw01ses10042022030220220814/01
2022-08-14,pw01ses10102022040220220814/33
2022-08-20,pw01ses10012022020320220820/91
2022-08-20,pw01ses10042022030320220820/A0
2022-08-20,pw01ses10102022040320220820/D2
2022-08-21,pw01ses10012022020420220821/7F
2022-08-21,pw01ses10042022030420220821/8E
2022-08-21,pw01ses10102022040420220821/C0
2022-08-27,pw01ses10012022020520220827/D4
2022-08-27,pw01ses10042022030520220827/E3
2022-08-27,pw01ses10102022040520220827/15
2022-08-28,pw01ses10012022020620220828/C2
2022-08-28,pw01ses10042022030620220828/D1
2022-08-28,pw01ses10102022040620220828/03
2022-09-03,pw01ses10012022020720220903/D7
2022-09-03,pw01ses10042022030720220903/E6
2022-09-03,pw01ses10102022040720220903/18
2022-09-04,pw01ses10012022020820220904/C5
2022-09-04,pw01ses10042022030820220904/D4
2022-09-04,pw01ses10102022040820220904/06
2022-09-10,pw01ses10062022040120220910/A0
2022-09-10,pw01ses10072022050120220910/1B
2022-09-11,pw01ses10062022040220220911/8E
2022-09-11,pw01ses10072022050220220911/09
2022-09-17,pw01ses10062022040320220917/E3
2022-09-17,pw01ses10072022050320220917/5E
2022-09-18,pw01ses10062022040420220918/D1
2022-09-18,pw01ses10072022050420220918/4C
2022-09-19,pw01ses10062022040520220919/BF
2022-09-19,pw01ses10072022050520220919/3A
2022-09-24,pw01ses10062022040620220924/E3
2022-09-24,pw01ses10072022050620220924/5E
2022-09-25,pw01ses10062022040720220925/D1
2022-09-25,pw01ses10072022050720220925/4C
2022-10-01,pw01ses10062022040820221001/FD
2022-10-01,pw01ses10072022050820221001/78
2022-10-02,pw01ses10062022040920221002/EB
2022-10-02,pw01ses10072022050920221002/66
2022-10-08,pw01ses10052022040120221008/EB
2022-10-08,pw01ses10092022040120221008/13
2022-10-09,pw01ses10052022040220221009/D9
2022-10-09,pw01ses10092022040220221009/01
2022-10-10,pw01ses10052022040320221010/11
2022-10-10,pw01ses10092022040320221010/39
2022-10-15,pw01ses10042022040120221015/48
2022-10-15,pw01ses10052022040420221015/EB
2022-10-15,pw01ses10092022040420221015/13
2022-10-16,pw01ses10042022040220221016/36
2022-10-16,pw01ses10052022040520221016/D9
2022-10-16,pw01ses10092022040520221016/01
2022-10-22,pw01ses10042022040320221022/D5
2022-10-22,pw01ses10052022040620221022/78
2022-10-22,pw01ses10092022040620221022/A0
2022-10-23,pw01ses10042022040420221023/C3
2022-10-23,pw01ses10052022040720221023/66
2022-10-23,pw01ses10092022040720221023/8E
2022-10-29,pw01ses10042022040520221029/18
2022-10-29,pw01ses10052022040820221029/BB
2022-10-29,pw01ses10092022040820221029/E3
2022-10-30,pw01ses10042022040620221030/50
2022-10-30,pw01ses10052022040920221030/F3
2022-10-30,pw01ses10092022040920221030/1B
2022-11-05,pw01ses10032022030120221105/EE
2022-11-05,pw01ses10052022050120221105/E4
2022-11-05,pw01ses10092022050120221105/0C
2022-11-06,pw01ses10032022030220221106/DC
2022-11-06,pw01ses10052022050220221106/D2
2022-11-06,pw01ses10092022050220221106/FA
2022-11-12,pw01ses10032022030320221112/7B
2022-11-12,pw01ses10052022050320221112/71
2022-11-12,pw01ses10092022050320221112/99
2022-11-13,pw01ses10032022030420221113/69
2022-11-13,pw01ses10052022050420221113/5F
2022-11-13,pw01ses10092022050420221113/87
2022-11-19,pw01ses10032022030520221119/BE
2022-11-19,pw01ses10052022050520221119/B4
2022-11-19,pw01ses10092022050520221119/DC
2022-11-20,pw01ses10032022030620221120/F6
2022-11-20,pw01ses10052022050620221120/EC
2022-11-20,pw01ses10092022050620221120/14
2022-11-26,pw01ses10052022050720221126/41
2022-11-26,pw01ses10092022050720221126/69
2022-11-27,pw01ses10052022050820221127/2F
2022-11-27,pw01ses10092022050820221127/57
2022-12-03,pw01ses10062022050120221203/71
2022-12-03,pw01ses10072022060120221203/EC
2022-12-03,pw01ses10092022060120221203/80
2022-12-04,pw01ses10062022050220221204/5F
2022-12-04,pw01ses10072022060220221204/DA
2022-12-04,pw01ses10092022060220221204/6E
2022-12-10,pw01ses10062022050320221210/FE
2022-12-10,pw01ses10072022060320221210/79
2022-12-10,pw01ses10092022060320221210/0D
2022-12-11,pw01ses10062022050420221211/EC
2022-12-11,pw01ses10072022060420221211/67
2022-12-11,pw01ses10092022060420221211/FB
2022-12-17,pw01ses10062022050520221217/41
2022-12-17,pw01ses10072022060520221217/BC
2022-12-17,pw01ses10092022060520221217/50
2022-12-18,pw01ses10062022050620221218/2F
2022-12-18,pw01ses10072022060620221218/AA
2022-12-18,pw01ses10092022060620221218/3E
2022-12-24,pw01ses10062022050720221224/CE
2022-12-24,pw01ses10092022060720221224/DD
2022-12-25,pw01ses10062022050820221225/BC
2022-12-25,pw01ses10092022060820221225/CB
2022-12-28,pw01ses10062022050920221228/A0
2022-12-28,pw01ses10092022060920221228/AF
2023-01-05,pw01ses10062023010120230105/59
2023-01-05,pw01ses10072023010120230105/A3
2023-01-07,pw01ses10062023010220230107/C2
2023-01-07,pw01ses10072023010220230107/0C
2023-01-08,pw01ses10062023010320230108/B0
2023-01-08,pw01ses10072023010320230108/FA
2023-01-09,pw01ses10062023010420230109/9E
2023-01-09,pw01ses10072023010420230109/E8
2023-01-14,pw01ses10062023010520230114/C2
2023-01-14,pw01ses10072023010520230114/0C
2023-01-14,pw01ses10102023010120230114/63
2023-01-15,pw01ses10062023010620230115/B0
2023-01-15,pw01ses10072023010620230115/FA
2023-01-15,pw01ses10102023010220230115/51
2023-01-21,pw01ses10062023010720230121/4F
2023-01-21,pw01ses10072023010720230121/99
2023-01-21,pw01ses10102023010320230121/F0
2023-01-22,pw01ses10062023010820230122/3D
2023-01-22,pw01ses10072023010820230122/87
2023-01-22,pw01ses10102023010420230122/DE
2023-01-28,pw01ses10052023010120230128/B0
2023-01-28,pw01ses10072023010920230128/DC
2023-01-28,pw01ses10102023010520230128/33
2023-01-29,pw01ses10052023010220230129/9E
2023-01-29,pw01ses10072023011020230129/5C
2023-01-29,pw01ses10102023010620230129/21
2023-02-04,pw01ses10052023010320230204/B3
2023-02-04,pw01ses10072023011120230204/71
2023-02-04,pw01ses10102023010720230204/36
2023-02-05,pw01ses10052023010420230205/A1
2023-02-05,pw01ses10072023011220230205/5F
2023-02-05,pw01ses10102023010820230205/24
2023-02-11,pw01ses10052023010520230211/40
2023-02-11,pw01ses10092023010120230211/9C
2023-02-11,pw01ses10102023020120230211/5C
2023-02-12,pw01ses10052023010620230212/2E
2023-02-12,pw01ses10092023010220230212/8A
2023-02-12,pw01ses10102023020220230212/4A
2023-02-18,pw01ses10052023010720230218/83
2023-02-18,pw01ses10092023010320230218/DF
2023-02-18,pw01ses10102023020320230218/9F
2023-02-19,pw01ses10052023010820230219/71
2023-02-19,pw01ses10092023010420230219/CD
2023-02-19,pw01ses10102023020420230219/8D
2023-02-25,pw01ses10062023020120230225/F3
2023-02-25,pw01ses10092023010520230225/6C
2023-02-25,pw01ses10102023020520230225/2C
2023-02-26,pw01ses10062023020220230226/E1
2023-02-26,pw01ses10092023010620230226/5A
2023-02-26,pw01ses10102023020620230226/1A
2023-03-04,pw01ses10062023020320230304/67
2023-03-04,pw01ses10092023010720230304/E0
2023-03-05,pw01ses10062023020420230305/55
2023-03-05,pw01ses10092023010820230305/CE
2023-03-11,pw01ses10062023020520230311/F4
2023-03-11,pw01ses10072023020120230311/72
2023-03-11,pw01ses10092023010920230311/6D
2023-03-12,pw01ses10062023020620230312/E2
2023-03-12,pw01ses10072023020220230312/60
2023-03-12,pw01ses10092023011020230312/ED
2023-03-18,pw01ses10062023020720230318/37
2023-03-18,pw01ses10072023020320230318/B5
2023-03-18,pw01ses10092023011120230318/42
2023-03-19,pw01ses10062023020820230319/25
2023-03-19,pw01ses10072023020420230319/A3
2023-03-19,pw01ses10092023011220230319/30
2023-03-25,pw01ses10062023030120230325/5D
2023-03-25,pw01ses10072023020520230325/42
2023-03-25,pw01ses10092023020120230325/0A
2023-03-26,pw01ses10062023030220230326/4B
2023-03-26,pw01ses10072023020620230326/30
2023-03-26,pw01ses10092023020220230326/F8
2023-04-01,pw01ses10062023030320230401/60
2023-04-01,pw01ses10092023020320230401/0D
2023-04-02,pw01ses10062023030420230402/4E
2023-04-02,pw01ses10092023020420230402/FB
2023-04-08,pw01ses10032023010120230408/97
2023-04-08,pw01ses10062023030520230408/A3
2023-04-08,pw01ses10092023020520230408/50
2023-04-09,pw01ses10032023010220230409/85
2023-04-09,pw01ses10062023030620230409/91
2023-04-09,pw01ses10092023020620230409/3E
